Wavelength(nm),5(6)-Carboxyrhodamine Abs,5(6)-Carboxyrhodamine Em,5-ROX Cadaverine Abs,5-ROX Cadaverine Em,10-Acetyl-37-dihydroxyphenoxazin Abs,10-Acetyl-37-dihydroxyphenoxazin Em,7-AAD Abs,7-AAD Em,AccuClear Abs,AccuClear Em,AccuGreen HS Abs,AccuGreen HS Em,AccuOrange Abs,AccuOrange Em,APC (allophycocyanin) Abs,APC (allophycocyanin) Em,APC-Astral813 Abs,APC-Astral813 Em,BactoView Dead 500/515 Abs,BactoView Dead 500/515 Em,BactoView Dead 560/570 Abs,BactoView Dead 560/570 Em,BactoView Dead 570/585 Abs,BactoView Dead 570/585 Em,BactoView Dead 600/615 Abs,BactoView Dead 600/615 Em,BactoView Dead 655/670 Abs,BactoView Dead 655/670 Em,BactoView Dead 690/710 Abs,BactoView Dead 690/710 Em,BactoView Dead 760/780 Abs,BactoView Dead 760/780 Em,BactoView Live Green Abs,BactoView Live Green Em,BactoView Live Red Abs,BactoView Live Red Em,Calcein Abs,Calcein Em,CellBrite Blue Abs,CellBrite Blue Em,CellBrite Fix 488 Abs,CellBrite Fix 488 Em,CellBrite Fix 555 Abs,CellBrite Fix 555 Em,CellBrite Fix 640 Abs,CellBrite Fix 640 Em,CellBrite Green Abs,CellBrite Green Em,CellBrite NIR 680 Abs,CellBrite NIR 680 Em,CellBrite NIR 750 Abs,CellBrite NIR 750 Em,CellBrite NIR 770 Abs,CellBrite NIR 770 Em,CellBrite NIR 790 Abs,CellBrite NIR 790 Em,CellBrite Orange Abs,CellBrite Orange Em,CellBrite Red Abs,CellBrite Red Em,CellBrite Steady 405 Abs,CellBrite Steady 405 Em,CellBrite Steady 488 Abs,CellBrite Steady 488 Em,CellBrite Steady 550 Abs,CellBrite Steady 550 Em,CellBrite Steady 650 Abs,CellBrite Steady 650 Em,CellBrite Steady 685 Abs,CellBrite Steady 685 Em,CF350 Abs,CF350 Em,CF405L Abs,CF405L Em,CF405M Abs,CF405M Em,CF405S Abs,CF405S Em,CF410 Abs,CF410 Em,CF430 Abs,CF430 Em,CF440 Abs,CF440 Em,CF450 Abs,CF450 Em,CF488A Abs,CF488A Em,CF500 Abs,CF500 Em,CF503R Abs,CF503R Em,CF505 Abs,CF505 Em,CF514 Abs,CF514 Em,CF532 Abs,CF532 Em,CF535ST Abs,CF535ST Em,CF540 Abs,CF540 Em,CF543 Abs,CF543 Em,CF550R Abs,CF550R Em,CF555 Abs,CF555 Em,CF568 Abs,CF568 Em,CF570 Abs,CF570 Em,CF575 Abs,CF575 Em,CF583 Abs,CF583 Em,CF583R Abs,CF583R Em,CF594 Abs,CF594 Em,CF594ST Abs,CF594ST Em,CF597R Abs,CF597R Em,CF620R Abs,CF620R Em,CF633 Abs,CF633 Em,CF640R Abs,CF640R Em,CF647 Abs,CF647 Em,CF647Plus Abs,CF647Plus Em,CF650 Abs,CF650 Em,CF660C Abs,CF660C Em,CF660R Abs,CF660R Em,CF680 Abs,CF680 Em,CF680R Abs,CF680R Em,CF680T Abs,CF680T Em,CF700 Abs,CF700 Em,CF750 Abs,CF750 Em,CF754 Tyramide Abs,CF754 Tyramide Em,CF770 Abs,CF770 Em,CF770T Abs,CF770T Em,CF790 Abs,CF790 Em,CF800 Abs,CF800 Em,CF820 Abs,CF820 Em,CF850 Abs,CF850 Em,CF870 Abs,CF870 Em,CFP Abs,CFP Em,CFQ520 Abs,CFQ520 Em,Cy3 Abs,Cy3 Em,Cy5 Abs,Cy5 Em,Cyanine 555 Abs,Cyanine 555 Em,Cyanine 647 Abs,Cyanine 647 Em,Cyanine 680 Abs,Cyanine 680 Em,Cyanine 750 Abs,Cyanine 750 Em,DAPI Abs,DAPI Em,DiD Abs,DiD Em,DiI Abs,DiI Em,DiO Abs,DiO Em,DiR Abs,DiR Em,DMAO Abs,DMAO Em,EGFP (GFP) Abs,EGFP (GFP) Em,Ethidium Bromide Abs,Ethidium Bromide Em,Ethidium Homodimer I Abs,Ethidium Homodimer I Em,Ethidium Homodimer III Abs,Ethidium Homodimer III Em,EvaGreen Abs,EvaGreen Em,EvaGreen Plus Abs,EvaGreen Plus Em,EvaRuby Abs,EvaRuby Em,ExoBrite 410/450 Abs,ExoBrite 410/450 Em,ExoBrite 490/515 Abs,ExoBrite 490/515 Em,ExoBrite 560/585 Abs,ExoBrite 560/585 Em,ExoBrite 640/660 Abs,ExoBrite 640/660 Em,ExoBrite 650/665 Abs,ExoBrite 650/665 Em,ExoBrite 655/670 Abs,ExoBrite 655/670 Em,Fluo-3 Abs,Fluo-3 Em,Fluo-4 Abs,Fluo-4 Em,Fluorescein (FITC) Abs,Fluorescein (FITC) Em,GelGreen Abs,GelGreen Em,GelRed Abs,GelRed Em,Hoechst Abs,Hoechst Em,LipidSpot 488 Abs,LipidSpot 488 Em,LipidSpot 610 Abs,LipidSpot 610 Em,Live-or-Dye 330/410 Abs,Live-or-Dye 330/410 Em,Live-or-Dye 350/448 Abs,Live-or-Dye 350/448 Em,Live-or-Dye 375/600 Abs,Live-or-Dye 375/600 Em,Live-or-Dye 405/452 Abs,Live-or-Dye 405/452 Em,Live-or-Dye 405/545 Abs,Live-or-Dye 405/545 Em,Live-or-Dye 488/515 Abs,Live-or-Dye 488/515 Em,Live-or-Dye 510/550 Abs,Live-or-Dye 510/550 Em,Live-or-Dye 568/583 Abs,Live-or-Dye 568/583 Em,Live-or-Dye 594/614 Abs,Live-or-Dye 594/614 Em,Live-or-Dye 615/740 Abs,Live-or-Dye 615/740 Em,Live-or-Dye 640/662 Abs,Live-or-Dye 640/662 Em,Live-or-Dye 665/685 Abs,Live-or-Dye 665/685 Em,Live-or-Dye 750/777 Abs,Live-or-Dye 750/777 Em,Live-or-Dye 787/808 Abs,Live-or-Dye 787/808 Em,Live-or-Dye NucFix Red Abs,Live-or-Dye NucFix Red Em,LysoView 405 Abs,LysoView 405 Em,LysoView 488 Abs,LysoView 488 Em,LysoView 540 Abs,LysoView 540 Em,LysoView 550 Abs,LysoView 550 Em,LysoView 594 Abs,LysoView 594 Em,LysoView 633 Abs,LysoView 633 Em,LysoView 640 Abs,LysoView 640 Em,LysoView 680 Abs,LysoView 680 Em,mCherry Abs,mCherry Em,Mag-Fluo-4 Abs,Mag-Fluo-4 Em,MemBrite Fix 405/430 Abs,MemBrite Fix 405/430 Em,MemBrite Fix 488/515 Abs,MemBrite Fix 488/515 Em,MemBrite Fix 543/560 Abs,MemBrite Fix 543/560 Em,MemBrite Fix 568/580 Abs,MemBrite Fix 568/580 Em,MemBrite Fix 594/615 Abs,MemBrite Fix 594/615 Em,MemBrite Fix 640/660 Abs,MemBrite Fix 640/660 Em,MemBrite Fix 660/680 Abs,MemBrite Fix 660/680 Em,MemBrite Fix 680/700 Abs,MemBrite Fix 680/700 Em,MemBrite Fix-ST 650/665 Abs,MemBrite Fix-ST 650/665 Em,MemBrite Fix-ST 667/685 Abs,MemBrite Fix-ST 667/685 Em,MemBrite Fix-ST 681/698 Abs,MemBrite Fix-ST 681/698 Em,MemBrite Fix-ST 755/777 Abs,MemBrite Fix-ST 755/777 Em,MitoView 405 Abs,MitoView 405 Em,MitoView 633 Abs,MitoView 633 Em,MitoView 650 Abs,MitoView 650 Em,MitoView 720 Abs,MitoView 720 Em,MitoView Green Abs,MitoView Green Em,MitoView Fix 640 Abs,MitoView Fix 640 Em,NBD Abs,NBD Em,Neuro-DiO Abs,Neuro-DiO Em,Nile Red Abs,Nile Red Em,NucSpot 470 Abs,NucSpot 470 Em,NucSpot 500/515 Abs,NucSpot 500/515 Em,NucSpot 555/570 Abs,NucSpot 555/570 Em,NucSpot 568/580 Abs,NucSpot 568/580 Em,NucSpot 594/615 Abs,NucSpot 594/615 Em,NucSpot 650/665 Abs,NucSpot 650/665 Em,NucSpot Far-Red Abs,NucSpot Far-Red Em,NucSpot 680/700 Abs,NucSpot 680/700 Em,NucSpot 750/780 Abs,NucSpot 750/780 Em,NucSpot 640 Abs,NucSpot 640 Em,NucSpot Live 488 Abs,NucSpot Live 488 Em,NucSpot Live 650 Abs,NucSpot Live 650 Em,NucView 405 Abs,NucView 405 Em,NucView 488 Abs,NucView 488 Em,NucView 530 Abs,NucView 530 Em,Oxazole Blue (PO-PRO-1) Abs,Oxazole Blue (PO-PRO-1) Em,Oxazole Blue Homodimer (POPO-1) Abs,Oxazole Blue Homodimer (POPO-1) Em,Oxazole Gold (SYBR Gold) Abs,Oxazole Gold (SYBR Gold) Em,Oxazole Red (YO-PRO-3) Abs,Oxazole Red (YO-PRO-3) Em,Oxazole Red Homodimer (YOYO-3) Abs,Oxazole Red Homodimer (YOYO-3) Em,Oxazole Yellow (YO-PRO-1) Abs,Oxazole Yellow (YO-PRO-1) Em,Oxazole Yellow Homodimer (YOYO-1) Abs,Oxazole Yellow Homodimer (YOYO-1) Em,PE (R-PE / R-phycoerythrin) Abs,PE (R-PE / R-phycoerythrin) Em,PerCP Abs,PerCP Em,PMA Abs,PMA Em,PMAxx Abs,PMAxx Em,Propidium Iodide Abs,Propidium Iodide Em,RedDot1 Abs,RedDot1 Em,RedDot2 Abs,RedDot2 Em,Resazurin Abs,Resazurin Em,Resorufin Abs,Resorufin Em,RFP Abs,RFP Em,Rhodamine 123 Abs,Rhodamine 123 Em,RPE-Astral616 Abs,RPE-Astral616 Em,SynaptoGreen Abs,SynaptoGreen Em,SynaptoRed Abs,SynaptoRed Em,Tetramethylrhodamine (TAMRA / TRITC) Abs,Tetramethylrhodamine (TAMRA / TRITC) Em,Texas Red Abs,Texas Red Em,Thiazole Green (SYBR Green I) Abs,Thiazole Green (SYBR Green I) Em,Thiazole Orange Homodimer (TOTO-1) Abs,Thiazole Orange Homodimer (TOTO-1) Em,Thiazole Orange Iodide (TO-PRO-1) Abs,Thiazole Orange Iodide (TO-PRO-1) Em,Thiazole Red (TO-PRO-3) Abs,Thiazole Red (TO-PRO-3) Em,Thiazole Red Homodimer (TOTO-3) Abs,Thiazole Red Homodimer (TOTO-3) Em,TrueBlack Abs,TrueBlack Em,TrueBlack Plus Abs,TrueBlack Plus Em,ViaFluor 405 Microtubule Abs,ViaFluor 405 Microtubule Em,ViaFluor 405 SE Proliferation Abs,ViaFluor 405 SE Proliferation Em,ViaFluor 488 Microtubule Abs,ViaFluor 488 Microtubule Em,ViaFluor 488 SE Proliferation Abs,ViaFluor 488 SE Proliferation Em,ViaFluor 647 Microtubule Abs,ViaFluor 647 Microtubule Em,YFP Abs,YFP Em
307,,,0.1920302,0,,,,,,,0.097776981,,,,,,0.0816,,,,,,,,,,,,,,,,0.1601,0,0.1074,,0.1220989,0,0.2317,,,,,,,,,,,,,,,,,,,,,,0.374874161,,,,,,,,,,0.3076,,0.2991,,0.0481,,0.3984,,0.08417903,0,,,,,,,,,,,0.164623955,,0.235896714,0.00113449,,,,,,,,,,,0.100014432,,,,,,,,0.07612782,,,,0.107575,,,,,,,,,,,,,,,,,,0.12206665,,,,,,,,,,,,,,,,0.090018708,,,,,,,,,,,,,,,,0.1102,0,0.1694,,,,,,,,,,0.0529,0,0.0582,0,0.3447,,,,,,,,,,,,0.0541,0,0.745,,,,,,,,,,,,0.117730246,,,,,,,,,,,,0.0403,0,0.0548,0,,,,,0.745,,,,,,,,0.667893,,0.3076,,,,0.0481,,0.2991,,,,0.131390037,,,,,,,,,,,,,,,,0.745,,0.5332,,0.080057082,,,,0.049870259,,0.12456,,,,0.130896046,,0.063523,,,,0.05481017,0,0.3984,,,,,,,,,,,,,,,,,,,,,,,,0.0014,,,,0.26,,,,,,0.030308254,,,,,,,,0.5045,,,,,,,,,,,,0.0926,,,,,,0.092192176,,,,,,,,0.1253,,,,0.1858091,,0.1938864,0,0.20024,0,0,0,0.1357234,0,,,0,0,0.1071,0,0.2635,0,,,,,,,,,,,,,,,,,0.06451613,0,0.1477,,,,,,,,,,0.1601,0,,,,,,,,,0.575080841,,,,0.005,,0.005,,,,,,,,,
308,,,0.190923,0,,,,,,,0.095231266,,,,,,0.0807,,,,,,,,,,,,,,,,0.1481,0,0.1058,,0.1159183,0,0.2386,,,,,,,,,,,,,,,,,,,,,,0.35079698,,,,,,,,,,0.3191,,0.2903,,0.0471,,0.376,,0.07820037,0,,,,,,,,,,,0.166016713,,0.230241393,0.00080736,,,,,,,,,,,0.100351181,,,,,,,,0.07424812,,,,0.104214,,,,,,,,,,,,,,,,,,0.124570701,,,,,,,,,,,,,,,,0.090283813,,,,,,,,,,,,,,,,0.1015,0,0.1662,,,,,,,,,,0.0526,0,0.0544,0,0.3583,,,,,,,,,,,,0.0528,0,0.7247,,,,,,,,,,,,0.114725119,,,,,,,,,,,,0.0379,0,0.0551,0,,,,,0.7247,,,,,,,,0.690751,,0.3191,,,,0.0471,,0.2903,,,,0.131172504,,,,,,,,,,,,,,,,0.7247,,0.5439,,0.074991081,,,,0.049982501,,0.12449,,,,0.131063406,,0.061757159,,,,0.05509563,0,0.376,,,,,,,,,,,,,,,,,,,,,,,,0.0014,,,,0.25,,,,,,0.030980571,,,,,,,,0.4865,,,,,,,,,,,,0.0907,,,,,,0.093785725,,,,,,,,0.1202,,,,0.1745789,,0.1877361,0,0.191096,0,0,0,0.1365532,0,,,0,0,0.1076,0,0.2622,0,,,,,,,,,,,,,,,,,0.06083651,0,0.1477,,,,,,,,,,0.1481,0,,,,,,,,,0.5706346,,,,0.006,,0.006,,,,,,,,,
309,,,0.1897919,0,,,,,,,0.092721406,,,,,,0.0801,,,,,,,,,,,,,,,,0.1543,0,0.105,,0.1115035,0,0.2457,,,,,,,,,,,,,,,,,,,,,,0.32885906,,,,,,,,,,0.3313,,0.2821,,0.0461,,0.3555,,0.07064007,0,,,,,,,,,,,0.166852368,,0.223681407,0.00068798,,,,,,,,,,,0.100880358,,,,,,,,0.07424812,,,,0.102151,,,,,,,,,,,,,,,,,,0.12743351,,,,,,,,,,,,,,,,0.091029576,,,,,,,,,,,,,,,,0.0955,0,0.1632,,,,,,,,,,0.05,0,0.0529,0,0.3728,,,,,,,,,,,,0.049,0,0.7057,,,,,,,,,,,,0.112603854,,,,,,,,,,,,0.0367,0,0.0557,0,,,,,0.7057,,,,,,,,0.710337,0.010075,0.3313,,,,0.0461,,0.2821,,,,0.131172504,,,,,,,,,,,,,,,,0.7057,,0.5541,,0.06856939,,,,0.049126805,,0.12404,,,,0.131557694,,0.059879607,,,,0.05566657,0,0.3555,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,0.25,,,,,,0.03113219,,,,,,,,0.4775,,,,,,,,,,,,0.0887,,,,,,0.096689724,,,,,,,,0.1149,,,,0.1643696,,0.1837657,0,0.185099,0,0,0,0.1372319,0,,,0,0,0.1071,0,0.2603,0,,,,,,,,,,,,,,,,,0.05850607,0,0.1453,,,,,,,,,,0.1543,0,,,,,,,,,0.563561035,,,,0.007,,0.007,,,,,,,,,
310,,,0.1884329,0,,,,,,,0.09017569,,,,,,0.0796,,,,,,,,,,,,,,,,0.1497,0,0.1054,,0.1073411,0,0.253,,,,,,,,,,,,,,,,,,,,,,0.308389262,,,,,,,,,,0.3419,,0.274,,0.0453,,0.3366,,0.06511595,0,,,,,,,,,,,0.166295265,,0.221397454,0.00056859,,,,,,,,,,,0.101457642,,,,,,,,0.072368421,,,,0.101381,,,,,,,,,,,,,,,,,,0.127740102,,,,,,,,,,,,,,,,0.091774755,,,,,,,,,,,,,,,,0.0895,0,0.1604,,,,,,,,,,0.0491,0,0.0521,0,0.3884,,,,,,,,,,,,0.0487,0,0.6879,,,,,,,,,,,,0.111189677,,,,,,,,,,,,0.036,0,0.0565,0,,,,,0.6879,,,,,,,,0.73168,0.011126,0.3419,,,,0.0453,,0.274,,,,0.129649772,,,,,,,,,,,,,,,,0.6879,,0.5636,,0.062932572,,,,0.048329657,,0.12345,,,,0.131219235,,0.058237418,,,,0.05652298,0,0.3366,,,,,,,,,,,,,,,,,,,,,,,,0.0027,,,,0.25,,,,,,0.031688359,,,,,,,,0.5045,,,,,,,,,,,,0.0866,,,,,,0.09917041,,,,,,,,0.1093,,,,0.1567126,,0.1809711,0,0.177102,0,0,0,0.1380617,0,,,0,0,0.1029,0,0.2574,0,,,,,,,,,,,,,,,,,0.05666626,0,0.1419,,,,,,,,,,0.1497,0,,,,,,,,,0.558508488,,,,0.008,,0.008,,,,,,,,,
311,,,0.1879666,0,,,,,,,0.087629975,,,,,,0.0796,,,,,,,,,,,,,,,,0.1432,0,0.1095,,0.1025479,0,0.2606,,,,,,,,,,,,,,,,,,,,,,0.289387584,,,,,,,,,,0.3552,,0.2665,,0.0444,,0.3188,,0.06363636,0,,,0,,,,,,,,0.166295265,,0.218790203,0.00030606,,,,,,,,,,,0.102467889,,,,,,,,0.07424812,,,,0.100927,,,,,,,,,,,,,,,,,,0.128727508,,,,,,,,,,,,,,,,0.092715739,,,,,,,,,,,,,,,,0.0843,0,0.1571,,,,,,,,,,0.049,0,0.0511,0,0.4048,,,,,,,,,,,,0.0474,0,0.6713,,,,,,,,,,,,0.108803253,,,,,,,,,,,,0.0351,0,0.0571,0,,,,,0.6713,,,,,,,,0.752274,0.009972,0.3552,,,,0.0444,,0.2665,,,,0.129867305,,,,,,,,,,,,,,,,0.6713,,0.5751,,0.057937924,,,,0.047751723,,0.12321,,,,0.130130352,,0.05687611,,,,0.05709392,0,0.3188,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,0.24,,,,,,0.032118856,,,,,,,,0.4144,,,,,,,,,,,,0.0847,,,,,,0.101869107,,,,,,,,0.1038,,,,0.1475242,,0.1768906,0,0.170279,0,0,0,0.137766,0,,,0,0,0.0974,0,0.2536,0,,,,,,,,,,,,,,,,,0.05433583,0,0.1362,,,,,,,,,,0.1432,0,,,,,,,,,0.55214228,,,,0.009,,0.009,,,,,,,,,
312,,,0.1864877,0,,,,,,,0.085120115,,,,,,0.0788,,,,,,,,,,,,,,,,0.1444,0,0.1207,,0.09914227,0,0.2688,,,,,,,,,,,,,,,,,,,,,,0.271518456,,,,,,,,,,0.3683,,0.2594,,0.043,,0.3015,,0.06150279,0,,,0,,,,,,,,0.163231198,,0.215816691,0.00003575,,,,,,,,,,,0.103381921,,,,,,,,0.07612782,,,,0.103138,,,,,,,,,,,,,,,,,,0.13040089,,,,,,,,,,,,,,,,0.093671501,,,,,,,,,,,,,,,,0.0798,0,0.1544,,,,,,,,,,0.0474,0,0.0509,0,0.4212,,,,,,,,,,,,0.0459,0,0.6571,,,,,,,,,,,,0.107565848,,,,,,,,,,,,0.0347,0,0.0582,0,,,,,0.6571,,,,,,,,0.770219,0.011526,0.3683,,,,0.043,,0.2594,,,,0.130302371,,,,,,,,,,,,,,,,0.6571,,0.583,,0.053728148,,,,0.04638387,,0.12324,,,,0.128940392,,0.054859202,,,,0.0582358,0,0.3015,,,,,,,,,,,,,,,,,,,,,,,,0.0046,,,,0.24,,,,,,0.032369663,,,,,,,,0.3964,,,,,,,,,,,,0.0828,,,,,,0.106216835,,,,,,,,0.0986,,,,0.1424196,,0.1725443,0,0.163393,0,0,0,0.1381681,0,,,0,0,0.0902,0,0.2504,0,,,,,,,,,,,,,,,,,0.05323194,0,0.1295,,,,,,,,,,0.1444,0,,,,,,,,,0.545472918,,,,0.01,,0.01,,,,,,,,,
313,,,0.185194,0,,,,,,,0.082681965,,,,,,0.0791,,,,,,,,,,,,,,,,0.132,0,0.1391,,0.09586276,0,0.2781,,,,,,,,,,,,,,,,,,,,,,0.255075503,,,,,,,,,,0.3818,,0.2525,,0.0422,,0.2855,,0.059782,0,,,0.001,,,,,,,,0.161002786,,0.213270041,0.00039552,,,,,,,,,,,0.104007312,,,,,,,,0.07424812,,,,0.103068,,,,,,,,,,,,,,,,,,0.132169393,,,,,,,,,,,,,,,,0.094748532,,,,,,,,,,,,,,,,0.0753,0,0.1525,,,,,,,,,,0.0461,0,0.0499,0,0.438,,,,,,,,,,,,0.0446,0,0.6438,,,,,,,,,,,,0.104737493,,,,,,,,,,,,0.0344,0,0.0594,0,,,,,0.6438,,,,,,,,0.790239,0.015211,0.3818,,,,0.0422,,0.2525,,,,0.130084838,,,,,,,,,,,,,,,,0.6438,,0.5925,,0.050517303,,,,0.047357074,,0.12335,,,,0.127034096,,0.053664001,,,,0.05937768,0,0.2855,,,,,,,,,,,,,,,,,,,,,,,,0.0049,,,,0.24,,,,,,0.033263306,,,,,,,,0.3514,,,,,,,,,,,,0.0811,,,,,,0.109014796,,,,,,,,0.0935,,,,0.1368045,,0.1691591,0,0.156524,0,0,0,0.1376787,0,,,0,0,0.0814,0,0.2478,0,,,,,,,,,,,,,,,,,0.0522507,0,0.1219,,,,,,,,,,0.132,0,,,,,,,,,0.537691997,,,,0.013,,0.013,,,,,,,,,
314,,,0.1841414,0,,,,,,,0.08013625,,,,,,0.0802,,,,,,,,,,,,,,,,0.1387,0,0.1645,,0.09308779,0,0.2875,,,,,,,,,,,,,,,,,,,,,,0.239848993,,,,,,,,,,0.3976,,0.2463,,0.0415,,0.27,,0.05871521,0,,,0.002,,,,,,,,0.157938719,,0.205601311,0.00085132,,,,,,,,,,,0.104584596,,,,,,,,0.07424812,,,,0.103609,,,,,,,,,,,,,,,,,,0.132655784,,,,,,,,,,,,,,,,0.095972751,,,,,,,,,,,,,,,,0.0723,0,0.1503,,,,,,,,,,0.0453,0,0.049,0,0.4535,,,,,,,,,,,,0.0439,0,0.6307,,,,,,,,,,,,0.102881386,,,,,,,,,,,,0.0345,0,0.0614,0,,,,,0.6307,,,,,,,,0.814375,0.008211,0.3976,,,,0.0415,,0.2463,,,,0.130737437,,,,,,,,,,,,,,,,0.6307,,0.6035,,0.047306457,,,,0.04592509,,0.12433,,,,0.124874207,,0.0525071,,,,0.06137597,0,0.27,,,,,,,,,,,,,,,,,,,,,,,,0.0062,,,,0.23,,,,,,0.03446793,,,,,,,,0.4505,,,,,,,,,,,,0.0794,,,,,,0.112787981,,,,,,,,0.0887,,,,0.1337417,,0.1654034,0,0.150165,0,0,0,0.1376575,0,,,0,0,0.0723,0,0.2459,0,,,,,,,,,,,,,,,,,0.05176009,0,0.1133,,,,,,,,,,0.1387,0,,,,,,,,,0.527081649,,,,0.015,,0.015,,,,,,,,,
315,,,0.1805188,0,,,,,,,0.0776981,,,,,,0.08,,,,,,,,,,,,,,,,0.1154,0,0.1952,,0.09144803,0,0.2983,,,,,,,,,,,,,,,,,,,,,,0.225755034,,,,,,,,,,0.4141,,0.2412,,0.0406,,0.256,,0.05742115,0,,,0.003,,,,,,,,0.152924791,,0.204835837,0.00033533,,,,,,,,,,,0.104921345,,,,,,,,0.07424812,,,,0.104278,,,,,,,,,,,,,,,,,,0.132327315,,,,,,,,,,,,,,,,0.097436903,,,,,,,,,,,,,,,,0.0706,0,0.1489,,,,,,,,,,0.044,0,0.0486,0,0.4698,,,,,,,,,,,,0.0446,0,0.6186,,,,,,,,,,,,0.101025278,,,,,,,,,,,,0.0349,0,0.0631,0,,,,,0.6186,,,,,,,,0.831668,0.006078,0.4141,,,,0.0406,,0.2412,,,,0.13226017,,,,,,,,,,,,,,,,0.6186,,0.6125,,0.045237246,,,,0.045939329,,0.12582,,,,0.123046613,,0.051920748,,,,0.06308878,0,0.256,,,,,,,,,,,,,,,,,,,,,,,,0.0065,,,,0.23,,,,,,0.035401034,,,,,,,,0.4324,,,,,,,,,,,,0.0776,,,,,,0.119130504,,,,,,,,0.0844,,,,0.1286371,,0.1601927,0,0.143955,0,0,0,0.1368085,0,,,0,0,0.0637,0,0.2442,0,,,,,,,,,,,,,,,,,0.05151478,0,0.1068,,,,,,,,,,0.1154,0,,,,,,,,,0.520412288,,,,0.019,,0.019,,,,,,,,,
316,,,0.1767216,0,,,,,,,0.07525995,,,,,,0.0803,,,,,,,,,,,,,,,,0.1143,0,0.2255,,0.09018668,0,0.3094,,,,,,,,,,,,,,,,,,,,,,0.212709732,,,,,,,,,,0.4319,,0.2365,,0.0396,,0.2428,,0.0582514,0,,,0.004,,,,,,,,0.145961003,,0.200778651,0,,,,,,,,,,,0.105450522,,,,,,,,0.071428571,,,,0.105002,,,,,,,,,,,,,,,,,,0.130752479,,,,,,,,,,,,,,,,0.098623223,,,,,,,,,,,,,,,,0.068,0,0.1474,,,,,,,,,,0.0431,0,0.0475,0,0.4894,,,,,,,,,,,,0.0442,0,0.6082,,,,,,,,,,,,0.099257557,,,,,,,,,,,,0.0353,0,0.0651,0,,,,,0.6082,,0.587170019,,,,,,0.850212,0.01908,0.4319,,,,0.0396,,0.2365,,,,0.132477703,,,,,,,,,,,,,,,,0.6082,,0.6217,,0.044095612,,,,0.045254429,,0.12785,,,,0.120762161,,0.051094089,,,,0.06508707,0,0.2428,,,,,,,,,,,,,,,,,,,,,,,,0.0076,,,,0.23,,,,,,0.034800299,,,,,,,,0.3874,,,,,,,,,,,,0.0759,,,,,,0.123347695,,,,,,,,0.0803,,,,0.1209801,,0.1549874,0,0.139248,0,0,0,0.1355745,0,,,0,0,0.0563,0,0.2452,0,,,,,,,,,,,,,,,,,0.05126947,0,0.0994,,,,,,,,,,0.1143,0,,,,,,,,,0.509296686,,,,0.021,,0.021,,,,,,,,,
317,,,0.1725634,0,,,,,,,0.07289351,,,,,,0.0817,,,,,,,,,,,,,,,,0.1123,0,0.2532,,0.08942986,0,0.3218,,,,,,,,,,,,,,,,,,,,,,0.200545302,,,,,,,,,,0.4483,,0.2326,,0.0388,,0.2306,,0.05801948,0,,,0.005,,,,,,,,0.140947075,,0.195241431,0,,,,,,,,,,,0.105498629,,,,,,,,0.078007519,,,,0.105697,,,,,,,,,,,,,,,,,,0.130605906,,,,,,,,,,,,,,,,0.099862219,,,,,,,,,,,,,,,,0.0668,0,0.1463,,,,,,,,,,0.0416,0,0.0465,0,0.5089,,,,,,,,,,,,0.042,0,0.5991,,,,,,,,,,,,0.097578222,,,,,,,,,,,,0.0359,0,0.0677,0,,,,,0.5991,,0.587758508,,,,,,0.868811,0.007075,0.4483,,,,0.0388,,0.2326,,,,0.132912769,,,,,,,,,,,,,,,,0.5991,,0.6259,,0.043596147,,,,0.045865791,,0.13034,,,,0.118771456,,0.050619653,,,,0.0676563,0,0.2306,,,,,,,,,,,,,,,,,,,,,,,,0.0086,,,,0.23,,,,,,0.034929748,,,,,,,,0.2883,,,,,,,,,,,,0.0742,,,,,,0.126082149,,,,,,,,0.0763,,,,0.1204696,,0.1505284,0,0.135225,0,0,0,0.1334255,0,,,0,0,0.0499,0,0.2418,0,,,,,,,,,,,,,,,,,0.05126947,0,0.0939,,,,,,,,,,0.1123,0,,,,,,,,,0.500505255,,,,0.023,,0.023,,,,,,,,,
